[I 2026-05-15 08:51:39,636] Using an existing study with name 'exp211_user_ltv_part3_hybrid_optuna_20260515t073925' instead of creating a new one.
Loading Database object from /home/u2021201693/.cache/relbench/rel-amazon/db...
Loading Database object from /home/u2021201693/.cache/relbench/rel-amazon/db...
Done in 49.56 seconds.
Loading Database object from /home/u2021201693/.cache/relbench/rel-amazon/db...
Done in 49.87 seconds.
Loading Database object from /home/u2021201693/.cache/relbench/rel-amazon/db...
Done in 49.98 seconds.
Done in 50.98 seconds.
Table names:  ['review', 'product', 'customer']
Begin time:  2008-01-01 00:00:00 End time:  2018-09-28 00:00:00
Val time:  2015-10-01 00:00:00 Test time:  2016-01-01 00:00:00
Graph cache profile:  gnn_repr_full_horizon
Entity table:  customer
Loading LLAMA
Freezing LLAMA!
trainable params: 13.37M || all params: 1249.18M || trainable: 1.0701%

  0%|          | 0/32768 [00:00<?, ?it/s]Starting from v4.46, the `logits` model output will have the same type as the model (except at train time, where it will always be FP32)
Starting from v4.46, the `logits` model output will have the same type as the model (except at train time, where it will always be FP32)
/fs/fast/u2021201693/lym/Rel-LLM-codex-stage3-clean-p13/conda/envs/lib/python3.11/site-packages/torch/autograd/graph.py:769: UserWarning: Grad strides do not match bucket view strides. This may indicate grad was not created according to the gradient layout contract, or that the param's strides changed since DDP was constructed.  This is not an error, but may impair performance.
grad.sizes() = [1, 7, 8, 128], strides() = [128, 1024, 128, 1]
bucket_view.sizes() = [1, 7, 8, 128], strides() = [7168, 1024, 128, 1] (Triggered internally at ../torch/csrc/distributed/c10d/reducer.cpp:327.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
/fs/fast/u2021201693/lym/Rel-LLM-codex-stage3-clean-p13/conda/envs/lib/python3.11/site-packages/torch/autograd/graph.py:769: UserWarning: Grad strides do not match bucket view strides. This may indicate grad was not created according to the gradient layout contract, or that the param's strides changed since DDP was constructed.  This is not an error, but may impair performance.
grad.sizes() = [1, 7, 8, 128], strides() = [128, 1024, 128, 1]
bucket_view.sizes() = [1, 7, 8, 128], strides() = [7168, 1024, 128, 1] (Triggered internally at ../torch/csrc/distributed/c10d/reducer.cpp:327.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass

[Train] Step: 1/32768 | Cycle step: 1/32768 | Train loss: 45.481930:   0%|          | 0/32768 [00:02<?, ?it/s]
[Train] Step: 4554/32768 | Cycle step: 4554/32768 | Train loss: 15.913459:  14%|█▍        | 4553/32768 [13:42<49:12,  9.56it/s]
[Train] Step: 4554/32768 | Cycle step: 4554/32768 | Train loss: 15.913459:  14%|█▍        | 4554/32768 [13:42<49:03,  9.58it/s]
[Train] Step: 4555/32768 | Cycle step: 4555/32768 | Train loss: 15.909985:  14%|█▍        | 4554/32768 [13:42<49:03,  9.58it/s]
[Train] Step: 4555/32768 | Cycle step: 4555/32768 | Train loss: 15.909985:  14%|█▍        | 4555/32768 [13:42<48:42,  9.65it/s]
[Train] Step: 4556/32768 | Cycle step: 4556/32768 | Train loss: 15.906516:  14%|█▍        | 4555/32768 [13:42<48:42,  9.65it/s]
[Train] Step: 4556/32768 | Cycle step: 4556/32768 | Train loss: 15.906516:  14%|█▍        | 4556/32768 [13:42<49:13,  9.55it/s]
[Train] Step: 4557/32768 | Cycle step: 4557/32768 | Train loss: 15.905341:  14%|█▍        | 4556/32768 [13:42<49:13,  9.55it/s]
[Train] Step: 4557/32768 | Cycle step: 4557/32768 | Train loss: 15.905341:  14%|█▍        | 4557/32768 [13:42<49:07,  9.57it/s]
[Train] Step: 4558/32768 | Cycle step: 4558/32768 | Train loss: 15.903896:  14%|█▍        | 4557/32768 [13:42<49:07,  9.57it/s]
[Train] Step: 4558/32768 | Cycle step: 4558/32768 | Train loss: 15.903896:  14%|█▍        | 4558/32768 [13:42<50:48,  9.25it/s]
[Train] Step: 4559/32768 | Cycle step: 4559/32768 | Train loss: 15.900492:  14%|█▍        | 4558/32768 [13:43<50:48,  9.25it/s]
[Train] Step: 4559/32768 | Cycle step: 4559/32768 | Train loss: 15.900492:  14%|█▍        | 4559/32768 [13:43<50:04,  9.39it/s]
[Train] Step: 4560/32768 | Cycle step: 4560/32768 | Train loss: 15.899727:  14%|█▍        | 4559/32768 [13:43<50:04,  9.39it/s]
[Train] Step: 4560/32768 | Cycle step: 4560/32768 | Train loss: 15.899727:  14%|█▍        | 4560/32768 [13:43<52:28,  8.96it/s]
[Train] Step: 4561/32768 | Cycle step: 4561/32768 | Train loss: 15.903178:  14%|█▍        | 4560/32768 [13:43<52:28,  8.96it/s]
[Train] Step: 4561/32768 | Cycle step: 4561/32768 | Train loss: 15.903178:  14%|█▍        | 4561/32768 [13:43<52:56,  8.88it/s]
[Train] Step: 4562/32768 | Cycle step: 4562/32768 | Train loss: 15.901392:  14%|█▍        | 4561/32768 [13:43<52:56,  8.88it/s]
[Train] Step: 4562/32768 | Cycle step: 4562/32768 | Train loss: 15.901392:  14%|█▍        | 4562/32768 [13:43<51:54,  9.06it/s]
[Train] Step: 4563/32768 | Cycle step: 4563/32768 | Train loss: 15.899292:  14%|█▍        | 4562/32768 [13:43<51:54,  9.06it/s]
[Train] Step: 4563/32768 | Cycle step: 4563/32768 | Train loss: 15.899292:  14%|█▍        | 4563/32768 [13:43<51:11,  9.18it/s]
[Train] Step: 4564/32768 | Cycle step: 4564/32768 | Train loss: 15.902006:  14%|█▍        | 4563/32768 [13:43<51:11,  9.18it/s]
[Train] Step: 4564/32768 | Cycle step: 4564/32768 | Train loss: 15.902006:  14%|█▍        | 4564/32768 [13:43<51:04,  9.20it/s]
[Train] Step: 4565/32768 | Cycle step: 4565/32768 | Train loss: 15.899648:  14%|█▍        | 4564/32768 [13:43<51:04,  9.20it/s]
[Train] Step: 4565/32768 | Cycle step: 4565/32768 | Train loss: 15.899648:  14%|█▍        | 4565/32768 [13:43<50:09,  9.37it/s]
[Train] Step: 4566/32768 | Cycle step: 4566/32768 | Train loss: 15.896235:  14%|█▍        | 4565/32768 [13:43<50:09,  9.37it/s]
[Train] Step: 4566/32768 | Cycle step: 4566/32768 | Train loss: 15.896235:  14%|█▍        | 4566/32768 [13:43<49:47,  9.44it/s]
[Train] Step: 4567/32768 | Cycle step: 4567/32768 | Train loss: 15.892813:  14%|█▍        | 4566/32768 [13:43<49:47,  9.44it/s]
[Train] Step: 4567/32768 | Cycle step: 4567/32768 | Train loss: 15.892813:  14%|█▍        | 4567/32768 [13:43<49:39,  9.47it/s]
[Train] Step: 4568/32768 | Cycle step: 4568/32768 | Train loss: 15.889363:  14%|█▍        | 4567/32768 [13:44<49:39,  9.47it/s]
[Train] Step: 4568/32768 | Cycle step: 4568/32768 | Train loss: 15.889363:  14%|█▍        | 4568/32768 [13:44<49:22,  9.52it/s]
[Train] Step: 4569/32768 | Cycle step: 4569/32768 | Train loss: 15.891153:  14%|█▍        | 4568/32768 [13:44<49:22,  9.52it/s]
[Train] Step: 4569/32768 | Cycle step: 4569/32768 | Train loss: 15.891153:  14%|█▍        | 4569/32768 [13:44<50:14,  9.35it/s]
[Train] Step: 4570/32768 | Cycle step: 4570/32768 | Train loss: 15.887702:  14%|█▍        | 4569/32768 [13:44<50:14,  9.35it/s]
[Train] Step: 4570/32768 | Cycle step: 4570/32768 | Train loss: 15.887702:  14%|█▍        | 4570/32768 [13:44<49:35,  9.48it/s]
[Train] Step: 4571/32768 | Cycle step: 4571/32768 | Train loss: 15.885334:  14%|█▍        | 4570/32768 [13:44<49:35,  9.48it/s]
[Train] Step: 4571/32768 | Cycle step: 4571/32768 | Train loss: 15.885334:  14%|█▍        | 4571/32768 [13:44<49:18,  9.53it/s]
[Train] Step: 4572/32768 | Cycle step: 4572/32768 | Train loss: 15.881911:  14%|█▍        | 4571/32768 [13:44<49:18,  9.53it/s]
[Train] Step: 4572/32768 | Cycle step: 4572/32768 | Train loss: 15.881911:  14%|█▍        | 4572/32768 [13:44<48:39,  9.66it/s]
[Train] Step: 4573/32768 | Cycle step: 4573/32768 | Train loss: 15.878570:  14%|█▍        | 4572/32768 [13:44<48:39,  9.66it/s]
[Train] Step: 4573/32768 | Cycle step: 4573/32768 | Train loss: 15.878570:  14%|█▍        | 4573/32768 [13:44<49:26,  9.50it/s]
[Train] Step: 4574/32768 | Cycle step: 4574/32768 | Train loss: 15.882324:  14%|█▍        | 4573/32768 [13:44<49:26,  9.50it/s]
[Train] Step: 4574/32768 | Cycle step: 4574/32768 | Train loss: 15.882324:  14%|█▍        | 4574/32768 [13:44<49:16,  9.54it/s]
[Train] Step: 4575/32768 | Cycle step: 4575/32768 | Train loss: 15.883725:  14%|█▍        | 4574/32768 [13:44<49:16,  9.54it/s]
[Train] Step: 4575/32768 | Cycle step: 4575/32768 | Train loss: 15.883725:  14%|█▍        | 4575/32768 [13:44<49:38,  9.47it/s]
[Train] Step: 4576/32768 | Cycle step: 4576/32768 | Train loss: 15.881744:  14%|█▍        | 4575/32768 [13:44<49:38,  9.47it/s]
[Train] Step: 4577/32768 | Cycle step: 4577/32768 | Train loss: 15.880497:  14%|█▍        | 4575/32768 [13:44<49:38,  9.47it/s]
[Train] Step: 4577/32768 | Cycle step: 4577/32768 | Train loss: 15.880497:  14%|█▍        | 4577/32768 [13:44<49:23,  9.51it/s]
[Train] Step: 4578/32768 | Cycle step: 4578/32768 | Train loss: 15.883374:  14%|█▍        | 4577/32768 [13:45<49:23,  9.51it/s]
[Train] Step: 4578/32768 | Cycle step: 4578/32768 | Train loss: 15.883374:  14%|█▍        | 4578/32768 [13:45<48:59,  9.59it/s]
[Train] Step: 4579/32768 | Cycle step: 4579/32768 | Train loss: 15.881903:  14%|█▍        | 4578/32768 [13:45<48:59,  9.59it/s]
[Train] Step: 4579/32768 | Cycle step: 4579/32768 | Train loss: 15.881903:  14%|█▍        | 4579/32768 [13:45<49:24,  9.51it/s]
[Train] Step: 4580/32768 | Cycle step: 4580/32768 | Train loss: 15.881236:  14%|█▍        | 4579/32768 [13:45<49:24,  9.51it/s]
[Train] Step: 4580/32768 | Cycle step: 4580/32768 | Train loss: 15.881236:  14%|█▍        | 4580/32768 [13:45<49:09,  9.56it/s]
[Train] Step: 4581/32768 | Cycle step: 4581/32768 | Train loss: 15.881277:  14%|█▍        | 4580/32768 [13:45<49:09,  9.56it/s]
[Train] Step: 4581/32768 | Cycle step: 4581/32768 | Train loss: 15.881277:  14%|█▍        | 4581/32768 [13:45<48:56,  9.60it/s]
[Train] Step: 4582/32768 | Cycle step: 4582/32768 | Train loss: 15.884324:  14%|█▍        | 4581/32768 [13:45<48:56,  9.60it/s]
[Train] Step: 4582/32768 | Cycle step: 4582/32768 | Train loss: 15.884324:  14%|█▍        | 4582/32768 [13:45<48:28,  9.69it/s]
[Train] Step: 4583/32768 | Cycle step: 4583/32768 | Train loss: 15.895644:  14%|█▍        | 4582/32768 [13:45<48:28,  9.69it/s]
[Train] Step: 4583/32768 | Cycle step: 4583/32768 | Train loss: 15.895644:  14%|█▍        | 4583/32768 [13:45<48:34,  9.67it/s]
[Train] Step: 4584/32768 | Cycle step: 4584/32768 | Train loss: 15.896454:  14%|█▍        | 4583/32768 [13:45<48:34,  9.67it/s]
[Train] Step: 4584/32768 | Cycle step: 4584/32768 | Train loss: 15.896454:  14%|█▍        | 4584/32768 [13:45<48:15,  9.73it/s]
[Train] Step: 4585/32768 | Cycle step: 4585/32768 | Train loss: 15.893121:  14%|█▍        | 4584/32768 [13:45<48:15,  9.73it/s]
[Train] Step: 4585/32768 | Cycle step: 4585/32768 | Train loss: 15.893121:  14%|█▍        | 4585/32768 [13:45<47:57,  9.79it/s]
[Train] Step: 4586/32768 | Cycle step: 4586/32768 | Train loss: 15.891003:  14%|█▍        | 4585/32768 [13:45<47:57,  9.79it/s]
[Train] Step: 4586/32768 | Cycle step: 4586/32768 | Train loss: 15.891003:  14%|█▍        | 4586/32768 [13:45<47:53,  9.81it/s]
[Train] Step: 4587/32768 | Cycle step: 4587/32768 | Train loss: 15.888581:  14%|█▍        | 4586/32768 [13:46<47:53,  9.81it/s]
[Train] Step: 4587/32768 | Cycle step: 4587/32768 | Train loss: 15.888581:  14%|█▍        | 4587/32768 [13:46<48:21,  9.71it/s]
[Train] Step: 4588/32768 | Cycle step: 4588/32768 | Train loss: 15.897488:  14%|█▍        | 4587/32768 [13:46<48:21,  9.71it/s]
[Train] Step: 4588/32768 | Cycle step: 4588/32768 | Train loss: 15.897488:  14%|█▍        | 4588/32768 [13:46<49:58,  9.40it/s]
[Train] Step: 4589/32768 | Cycle step: 4589/32768 | Train loss: 15.895735:  14%|█▍        | 4588/32768 [13:46<49:58,  9.40it/s]
[Train] Step: 4589/32768 | Cycle step: 4589/32768 | Train loss: 15.895735:  14%|█▍        | 4589/32768 [13:46<49:49,  9.43it/s]
[Train] Step: 4590/32768 | Cycle step: 4590/32768 | Train loss: 15.896140:  14%|█▍        | 4589/32768 [13:46<49:49,  9.43it/s]
[Train] Step: 4590/32768 | Cycle step: 4590/32768 | Train loss: 15.896140:  14%|█▍        | 4590/32768 [13:46<49:54,  9.41it/s]
[Train] Step: 4591/32768 | Cycle step: 4591/32768 | Train loss: 15.897887:  14%|█▍        | 4590/32768 [13:46<49:54,  9.41it/s]
[Train] Step: 4591/32768 | Cycle step: 4591/32768 | Train loss: 15.897887:  14%|█▍        | 4591/32768 [13:46<49:11,  9.55it/s]
[Train] Step: 4592/32768 | Cycle step: 4592/32768 | Train loss: 15.894709:  14%|█▍        | 4591/32768 [13:46<49:11,  9.55it/s]
[Train] Step: 4592/32768 | Cycle step: 4592/32768 | Train loss: 15.894709:  14%|█▍        | 4592/32768 [13:46<49:14,  9.54it/s]
[Train] Step: 4593/32768 | Cycle step: 4593/32768 | Train loss: 15.893550:  14%|█▍        | 4592/32768 [13:46<49:14,  9.54it/s]
[Train] Step: 4593/32768 | Cycle step: 4593/32768 | Train loss: 15.893550:  14%|█▍        | 4593/32768 [13:46<50:15,  9.34it/s]
[Train] Step: 4594/32768 | Cycle step: 4594/32768 | Train loss: 15.893302:  14%|█▍        | 4593/32768 [13:46<50:15,  9.34it/s]
[Train] Step: 4594/32768 | Cycle step: 4594/32768 | Train loss: 15.893302:  14%|█▍        | 4594/32768 [13:46<50:16,  9.34it/s]
[Train] Step: 4595/32768 | Cycle step: 4595/32768 | Train loss: 15.891259:  14%|█▍        | 4594/32768 [13:46<50:16,  9.34it/s]
[Train] Step: 4595/32768 | Cycle step: 4595/32768 | Train loss: 15.891259:  14%|█▍        | 4595/32768 [13:46<49:37,  9.46it/s]
[Train] Step: 4596/32768 | Cycle step: 4596/32768 | Train loss: 15.888054:  14%|█▍        | 4595/32768 [13:46<49:37,  9.46it/s]
[Train] Step: 4596/32768 | Cycle step: 4596/32768 | Train loss: 15.888054:  14%|█▍        | 4596/32768 [13:46<49:08,  9.55it/s]
[Train] Step: 4597/32768 | Cycle step: 4597/32768 | Train loss: 15.884824:  14%|█▍        | 4596/32768 [13:47<49:08,  9.55it/s]
[Train] Step: 4597/32768 | Cycle step: 4597/32768 | Train loss: 15.884824:  14%|█▍        | 4597/32768 [13:47<48:36,  9.66it/s]
[Train] Step: 4598/32768 | Cycle step: 4598/32768 | Train loss: 15.884519:  14%|█▍        | 4597/32768 [13:47<48:36,  9.66it/s]
[Train] Step: 4598/32768 | Cycle step: 4598/32768 | Train loss: 15.884519:  14%|█▍        | 4598/32768 [13:47<48:42,  9.64it/s]
[Train] Step: 4599/32768 | Cycle step: 4599/32768 | Train loss: 15.881284:  14%|█▍        | 4598/32768 [13:47<48:42,  9.64it/s]
[Train] Step: 4599/32768 | Cycle step: 4599/32768 | Train loss: 15.881284:  14%|█▍        | 4599/32768 [13:47<48:38,  9.65it/s]
[Train] Step: 4600/32768 | Cycle step: 4600/32768 | Train loss: 15.878017:  14%|█▍        | 4599/32768 [13:47<48:38,  9.65it/s]
[Train] Step: 4600/32768 | Cycle step: 4600/32768 | Train loss: 15.878017:  14%|█▍        | 4600/32768 [13:47<48:28,  9.69it/s]
[Train] Step: 4601/32768 | Cycle step: 4601/32768 | Train loss: 15.874750:  14%|█▍        | 4600/32768 [13:47<48:28,  9.69it/s]
[Train] Step: 4601/32768 | Cycle step: 4601/32768 | Train loss: 15.874750:  14%|█▍        | 4601/32768 [13:47<48:19,  9.72it/s]
[Train] Step: 4602/32768 | Cycle step: 4602/32768 | Train loss: 15.875902:  14%|█▍        | 4601/32768 [13:47<48:19,  9.72it/s]
[Train] Step: 4602/32768 | Cycle step: 4602/32768 | Train loss: 15.875902:  14%|█▍        | 4602/32768 [13:47<48:55,  9.60it/s]
[Train] Step: 4603/32768 | Cycle step: 4603/32768 | Train loss: 15.885242:  14%|█▍        | 4602/32768 [13:47<48:55,  9.60it/s]
[Train] Step: 4603/32768 | Cycle step: 4603/32768 | Train loss: 15.885242:  14%|█▍        | 4603/32768 [13:47<48:44,  9.63it/s]
[Train] Step: 4604/32768 | Cycle step: 4604/32768 | Train loss: 15.885150:  14%|█▍        | 4603/32768 [13:47<48:44,  9.63it/s]
[Train] Step: 4604/32768 | Cycle step: 4604/32768 | Train loss: 15.885150:  14%|█▍        | 4604/32768 [13:47<48:28,  9.68it/s]
[Train] Step: 4605/32768 | Cycle step: 4605/32768 | Train loss: 15.882685:  14%|█▍        | 4604/32768 [13:47<48:28,  9.68it/s]
[Train] Step: 4605/32768 | Cycle step: 4605/32768 | Train loss: 15.882685:  14%|█▍        | 4605/32768 [13:47<48:13,  9.73it/s]
[Train] Step: 4606/32768 | Cycle step: 4606/32768 | Train loss: 15.882613:  14%|█▍        | 4605/32768 [13:48<48:13,  9.73it/s]
[Train] Step: 4606/32768 | Cycle step: 4606/32768 | Train loss: 15.882613:  14%|█▍        | 4606/32768 [13:48<48:10,  9.74it/s]
[Train] Step: 4607/32768 | Cycle step: 4607/32768 | Train loss: 15.884602:  14%|█▍        | 4606/32768 [13:48<48:10,  9.74it/s]
[Train] Step: 4607/32768 | Cycle step: 4607/32768 | Train loss: 15.884602:  14%|█▍        | 4607/32768 [13:48<49:18,  9.52it/s]
[Train] Step: 4608/32768 | Cycle step: 4608/32768 | Train loss: 15.888175:  14%|█▍        | 4607/32768 [13:48<49:18,  9.52it/s]

[Val]:   0%|          | 0/512 [00:00<?, ?it/s][A

[Val]:   1%|          | 3/512 [00:00<00:22, 22.59it/s][A

[Val]:   1%|          | 6/512 [00:00<00:19, 25.31it/s][A

[Val]:   2%|▏         | 9/512 [00:00<00:20, 24.47it/s][A

[Val]:   2%|▏         | 12/512 [00:00<00:20, 24.90it/s][A

[Val]:   3%|▎         | 15/512 [00:00<00:19, 25.53it/s][A

[Val]:   4%|▎         | 18/512 [00:00<00:20, 24.67it/s][A

[Val]:   4%|▍         | 21/512 [00:00<00:19, 25.53it/s][A

[Val]:   5%|▍         | 24/512 [00:00<00:18, 25.87it/s][A

[Val]:   5%|▌         | 27/512 [00:01<00:19, 24.72it/s][A

[Val]:   6%|▌         | 30/512 [00:01<00:19, 24.68it/s][A

[Val]:   6%|▋         | 33/512 [00:01<00:19, 25.17it/s][A

[Val]:   7%|▋         | 36/512 [00:01<00:18, 25.96it/s][A

[Val]:   8%|▊         | 39/512 [00:01<00:17, 26.43it/s][A

[Val]:   8%|▊         | 42/512 [00:01<00:17, 26.72it/s][A

[Val]:   9%|▉         | 45/512 [00:01<00:18, 25.44it/s][A

[Val]:   9%|▉         | 48/512 [00:01<00:18, 24.51it/s][A

[Val]:  10%|▉         | 51/512 [00:02<00:18, 25.12it/s][A

[Val]:  11%|█         | 54/512 [00:02<00:17, 25.77it/s][A

[Val]:  11%|█         | 57/512 [00:02<00:18, 24.04it/s][A

[Val]:  12%|█▏        | 60/512 [00:02<00:18, 24.64it/s][A

[Val]:  12%|█▏        | 63/512 [00:02<00:18, 24.25it/s][A

[Val]:  13%|█▎        | 66/512 [00:02<00:18, 24.37it/s][A

[Val]:  13%|█▎        | 69/512 [00:02<00:17, 25.01it/s][A

[Val]:  14%|█▍        | 72/512 [00:02<00:17, 24.52it/s][A

[Val]:  15%|█▍        | 75/512 [00:03<00:18, 23.25it/s][A

[Val]:  15%|█▌        | 78/512 [00:03<00:18, 23.78it/s][A

[Val]:  16%|█▌        | 81/512 [00:03<00:17, 24.87it/s][A

[Val]:  16%|█▋        | 84/512 [00:03<00:16, 25.43it/s][A

[Val]:  17%|█▋        | 87/512 [00:03<00:17, 24.68it/s][A

[Val]:  18%|█▊        | 90/512 [00:03<00:17, 24.34it/s][A

[Val]:  18%|█▊        | 93/512 [00:03<00:18, 23.07it/s][A

[Val]:  19%|█▉        | 96/512 [00:03<00:17, 24.18it/s][A

[Val]:  19%|█▉        | 99/512 [00:03<00:16, 24.92it/s][A

[Val]:  20%|█▉        | 102/512 [00:04<00:16, 24.93it/s][A

[Val]:  21%|██        | 105/512 [00:04<00:16, 24.37it/s][A

[Val]:  21%|██        | 108/512 [00:04<00:16, 24.06it/s][A

[Val]:  22%|██▏       | 111/512 [00:04<00:16, 24.94it/s][A

[Val]:  22%|██▏       | 114/512 [00:04<00:15, 25.71it/s][A

[Val]:  23%|██▎       | 117/512 [00:04<00:15, 26.25it/s][A

[Val]:  23%|██▎       | 120/512 [00:04<00:14, 26.28it/s][A

[Val]:  24%|██▍       | 123/512 [00:04<00:15, 25.92it/s][A

[Val]:  25%|██▍       | 126/512 [00:05<00:14, 26.03it/s][A

[Val]:  25%|██▌       | 129/512 [00:05<00:15, 25.13it/s][A

[Val]:  26%|██▌       | 132/512 [00:05<00:15, 24.67it/s][A

[Val]:  26%|██▋       | 135/512 [00:05<00:15, 24.99it/s][A

[Val]:  27%|██▋       | 138/512 [00:05<00:15, 24.76it/s][A

[Val]:  28%|██▊       | 141/512 [00:05<00:14, 25.63it/s][A

[Val]:  28%|██▊       | 144/512 [00:05<00:14, 26.25it/s][A

[Val]:  29%|██▊       | 147/512 [00:05<00:13, 26.71it/s][A

[Val]:  29%|██▉       | 150/512 [00:05<00:14, 25.52it/s][A

[Val]:  30%|██▉       | 153/512 [00:06<00:13, 26.18it/s][A

[Val]:  30%|███       | 156/512 [00:06<00:15, 23.26it/s][A

[Val]:  31%|███       | 159/512 [00:06<00:14, 24.59it/s][A

[Val]:  32%|███▏      | 162/512 [00:06<00:13, 25.16it/s][A

[Val]:  32%|███▏      | 165/512 [00:06<00:13, 24.87it/s][A

[Val]:  33%|███▎      | 168/512 [00:06<00:14, 23.23it/s][A

[Val]:  33%|███▎      | 171/512 [00:06<00:14, 24.23it/s][A

[Val]:  34%|███▍      | 174/512 [00:06<00:13, 24.31it/s][A

[Val]:  35%|███▍      | 177/512 [00:07<00:14, 23.79it/s][A

[Val]:  35%|███▌      | 180/512 [00:07<00:14, 22.75it/s][A

[Val]:  36%|███▌      | 183/512 [00:07<00:13, 24.09it/s][A

[Val]:  36%|███▋      | 186/512 [00:07<00:13, 24.96it/s][A

[Val]:  37%|███▋      | 189/512 [00:07<00:12, 25.75it/s][A

[Val]:  38%|███▊      | 192/512 [00:07<00:12, 24.80it/s][A

[Val]:  38%|███▊      | 195/512 [00:07<00:12, 25.69it/s][A

[Val]:  39%|███▊      | 198/512 [00:07<00:12, 25.35it/s][A

[Val]:  39%|███▉      | 201/512 [00:08<00:12, 25.10it/s][A

[Val]:  40%|███▉      | 204/512 [00:08<00:12, 24.21it/s][A

[Val]:  40%|████      | 207/512 [00:08<00:12, 23.63it/s][A

[Val]:  41%|████      | 210/512 [00:08<00:12, 23.33it/s][A

[Val]:  42%|████▏     | 213/512 [00:08<00:12, 24.07it/s][A

[Val]:  42%|████▏     | 216/512 [00:08<00:11, 24.95it/s][A

[Val]:  43%|████▎     | 219/512 [00:08<00:11, 24.71it/s][A

[Val]:  43%|████▎     | 222/512 [00:08<00:11, 25.54it/s][A

[Val]:  44%|████▍     | 225/512 [00:09<00:11, 23.95it/s][A

[Val]:  45%|████▍     | 228/512 [00:09<00:12, 23.09it/s][A

[Val]:  45%|████▌     | 231/512 [00:09<00:11, 24.29it/s][A

[Val]:  46%|████▌     | 234/512 [00:09<00:11, 23.93it/s][A

[Val]:  46%|████▋     | 237/512 [00:09<00:11, 24.64it/s][A

[Val]:  47%|████▋     | 240/512 [00:09<00:11, 23.99it/s][A

[Val]:  47%|████▋     | 243/512 [00:09<00:11, 22.75it/s][A

[Val]:  48%|████▊     | 246/512 [00:09<00:11, 23.39it/s][A

[Val]:  49%|████▊     | 249/512 [00:10<00:10, 24.10it/s][A

[Val]:  49%|████▉     | 252/512 [00:10<00:11, 23.44it/s][A

[Val]:  50%|████▉     | 255/512 [00:10<00:11, 22.89it/s][A

[Val]:  50%|█████     | 258/512 [00:10<00:11, 23.02it/s][A

[Val]:  51%|█████     | 261/512 [00:10<00:10, 23.67it/s][A

[Val]:  52%|█████▏    | 264/512 [00:10<00:10, 24.31it/s][A

[Val]:  52%|█████▏    | 267/512 [00:10<00:09, 25.06it/s][A

[Val]:  53%|█████▎    | 270/512 [00:10<00:10, 23.74it/s][A

[Val]:  53%|█████▎    | 273/512 [00:11<00:09, 24.53it/s][A

[Val]:  54%|█████▍    | 276/512 [00:11<00:10, 23.31it/s][A

[Val]:  54%|█████▍    | 279/512 [00:11<00:10, 23.16it/s][A

[Val]:  55%|█████▌    | 282/512 [00:11<00:09, 23.34it/s][A

[Val]:  56%|█████▌    | 285/512 [00:11<00:09, 23.35it/s][A

[Val]:  56%|█████▋    | 288/512 [00:11<00:09, 22.94it/s][A

[Val]:  57%|█████▋    | 291/512 [00:11<00:09, 23.66it/s][A

[Val]:  57%|█████▋    | 294/512 [00:12<00:09, 22.62it/s][A

[Val]:  58%|█████▊    | 297/512 [00:12<00:08, 24.02it/s][A

[Val]:  59%|█████▊    | 300/512 [00:12<00:08, 24.99it/s][A

[Val]:  59%|█████▉    | 303/512 [00:12<00:08, 24.62it/s][A

[Val]:  60%|█████▉    | 306/512 [00:12<00:08, 25.15it/s][A

[Val]:  60%|██████    | 309/512 [00:12<00:07, 25.82it/s][A

[Val]:  61%|██████    | 312/512 [00:12<00:07, 26.13it/s][A

[Val]:  62%|██████▏   | 315/512 [00:12<00:07, 25.89it/s][A

[Val]:  62%|██████▏   | 318/512 [00:12<00:07, 26.43it/s][A

[Val]:  63%|██████▎   | 321/512 [00:13<00:07, 25.48it/s][A

[Val]:  63%|██████▎   | 324/512 [00:13<00:07, 25.96it/s][A

[Val]:  64%|██████▍   | 327/512 [00:13<00:07, 25.57it/s][A

[Val]:  64%|██████▍   | 330/512 [00:13<00:07, 25.75it/s][A

[Val]:  65%|██████▌   | 333/512 [00:13<00:07, 25.27it/s][A

[Val]:  66%|██████▌   | 336/512 [00:13<00:06, 25.88it/s][A

[Val]:  66%|██████▌   | 339/512 [00:13<00:06, 26.08it/s][A

[Val]:  67%|██████▋   | 342/512 [00:13<00:06, 26.51it/s][A

[Val]:  67%|██████▋   | 345/512 [00:13<00:06, 25.85it/s][A

[Val]:  68%|██████▊   | 348/512 [00:14<00:06, 26.39it/s][A

[Val]:  69%|██████▊   | 351/512 [00:14<00:06, 25.74it/s][A

[Val]:  69%|██████▉   | 354/512 [00:14<00:06, 25.76it/s][A

[Val]:  70%|██████▉   | 357/512 [00:14<00:06, 24.82it/s][A

[Val]:  70%|███████   | 360/512 [00:14<00:06, 25.05it/s][A

[Val]:  71%|███████   | 363/512 [00:14<00:05, 25.58it/s][A

[Val]:  71%|███████▏  | 366/512 [00:14<00:05, 26.12it/s][A

